ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,ModelCategory
3482,Mask R-CNN,True,False,2,Random,0%,100%,,0.780916874317589,0.7110294310797691,0.46462399246987773,0.6521900992890786,0.6381745001345617,0.5834682949565717,0.36864786597221333,0.5300968870211157,Mask R-CNN
3483,Mask R-CNN,True,False,2,Random,0%,110%,,0.7721451548327056,0.7123339846717418,0.4696741237275083,0.6513844210773186,0.6325494914326829,0.5867379417096886,0.37119877662184375,0.5301620699214051,Mask R-CNN
3484,Mask R-CNN,True,False,2,Random,5%,90%,,0.775724988464076,0.7067049042268858,0.46222605022309793,0.6482186476380198,0.635085199882504,0.5806094901553617,0.3685490393565115,0.5280812431314591,Mask R-CNN
3485,Mask R-CNN,True,False,2,Random,5%,100%,,0.7922622452710678,0.7232974093196599,0.470039696367742,0.6618664503194898,0.6329391092706492,0.5799093148134624,0.3560183243078112,0.5229555827973076,Mask R-CNN
3486,Mask R-CNN,True,False,2,Random,5%,110%,,0.7708950609258399,0.7082282717198828,0.4454216255649821,0.6415149860702349,0.6321134858068039,0.5841806690344253,0.35471402323474216,0.5236693926919905,Mask R-CNN
3487,Mask R-CNN,True,False,2,Random,10%,90%,,0.732619120967801,0.6534035347883568,0.41261303361895935,0.5995452297917057,0.6016098126816037,0.5366159815996605,0.3237991380227934,0.4873416441013526,Mask R-CNN
3488,Mask R-CNN,True,False,2,Random,10%,100%,,0.7813358022375366,0.7137331404517752,0.47786922341290605,0.6576460553674058,0.6385031211663077,0.5856670930832557,0.3789055688020808,0.5343585943505482,Mask R-CNN
3489,Mask R-CNN,True,False,2,Random,10%,110%,,0.7605935884415175,0.6991355739275452,0.4386533746399938,0.6327941790030188,0.6389537907501799,0.5910148253881344,0.363463176136179,0.5311439307581645,Mask R-CNN
3490,Mask R-CNN,True,False,2,Random,15%,90%,,0.783223023305392,0.7026036013463335,0.4464502089350466,0.6440922778622572,0.6397670547450958,0.5733419810159285,0.3531486681053488,0.5220859012887911,Mask R-CNN
3491,Mask R-CNN,True,False,2,Random,15%,100%,,0.7864167934747969,0.7212302647417838,0.4840141823754955,0.6638870801973586,0.6368018714655882,0.5847960276439492,0.3754485178992053,0.5323488056695809,Mask R-CNN
3492,Mask R-CNN,True,False,2,Random,15%,110%,,0.7828702179023472,0.7306780578646718,0.48639483819861723,0.6666477046552121,0.6226766617214756,0.5816388375817306,0.3738607202871344,0.5260587398634469,Mask R-CNN
3493,Mask R-CNN,True,False,2,Distance Max,0%,90%,,0.7883466850694983,0.7337203625182352,0.4922891467796451,0.6714520647891262,0.6359565678413479,0.5948914088209276,0.3836890897969563,0.5381790221530773,Mask R-CNN
3494,Mask R-CNN,True,False,2,Distance Max,0%,100%,,0.7922145279495468,0.7219113673213713,0.47099499168334463,0.6617069623180877,0.6421109501036737,0.5876538977841799,0.36668153439691925,0.5321487940949243,Mask R-CNN
3495,Mask R-CNN,True,False,2,Distance Max,0%,110%,,0.7747845825783943,0.7117785495826888,0.45207926170494717,0.6462141312886769,0.6141583430661162,0.5654080210490603,0.3449135333181716,0.508159965811116,Mask R-CNN
3496,Mask R-CNN,True,False,2,Distance Max,5%,90%,,0.7827275128406006,0.7184525525122825,0.44966672397830276,0.6502822631103953,0.6391019713893588,0.5903411066536025,0.35587144149832306,0.5284381731804281,Mask R-CNN
3497,Mask R-CNN,True,False,2,Distance Max,5%,100%,,0.7737825980779376,0.6988555439369473,0.447905936211887,0.6401813594089242,0.642526600948327,0.5848464289069325,0.3591980758128863,0.5288570352227153,Mask R-CNN
3498,Mask R-CNN,True,False,2,Distance Max,5%,110%,,0.788921724238364,0.7156519099853483,0.4567013228188509,0.6537583190141878,0.6399278891739125,0.5826889461306702,0.35738959007474824,0.526668808459777,Mask R-CNN
3499,Mask R-CNN,True,False,2,Distance Max,10%,90%,,0.7849309956001853,0.7193928538398885,0.444770945544578,0.6496982649948838,0.6406544551348505,0.5908632983316536,0.35057980655578047,0.5273658533407616,Mask R-CNN
3500,Mask R-CNN,True,False,2,Distance Max,10%,100%,,0.7815561521137898,0.7165158741951825,0.4560128333593007,0.6513616198894242,0.6385031211663077,0.5884248461660861,0.36139756894691677,0.5294418454264369,Mask R-CNN
3501,Mask R-CNN,True,False,2,Distance Max,10%,110%,,0.777932352925462,0.7155182670689,0.43888900226671,0.6441132074203575,0.6364240103816985,0.588727440646237,0.35076458900107216,0.525305346676336,Mask R-CNN
3502,Mask R-CNN,True,False,2,Distance Max,15%,90%,,0.7768860500401108,0.7120568014118068,0.4392372927852633,0.642726714745727,0.6336618399833973,0.5840317047125845,0.34681704570850896,0.5215035301348303,Mask R-CNN
3503,Mask R-CNN,True,False,2,Distance Max,15%,100%,,0.7751678984327307,0.7125701980757202,0.45305147634585163,0.6469298576181008,0.6327770779845514,0.5848851229479515,0.35756333852563815,0.5250751798193802,Mask R-CNN
3504,Mask R-CNN,True,False,2,Distance Max,15%,110%,,0.7592843161604962,0.6939591496280373,0.4508989815812608,0.6347141491232647,0.6372758478148919,0.5873698920678746,0.37120788999386617,0.5319512099588776,Mask R-CNN
3505,Mask R-CNN,True,False,2,Voronoi,0%,90%,,0.7809192409773068,0.7140950965568067,0.45821406890924865,0.6510761354811208,0.6487619276861815,0.5956433780858607,0.37426921216881065,0.5395581726469508,Mask R-CNN
3506,Mask R-CNN,True,False,2,Voronoi,0%,100%,,0.7783581652351313,0.7078582665501687,0.476718732704831,0.6543117214967105,0.6383957365721747,0.5830571609516876,0.37841981074421116,0.5332909027560245,Mask R-CNN
3507,Mask R-CNN,True,False,2,Voronoi,0%,110%,,0.7698066282843373,0.7110666734977841,0.4453551492556141,0.6420761503459118,0.6317848647750579,0.5863450557811553,0.3606829690211016,0.5262709631924383,Mask R-CNN
3508,Mask R-CNN,True,False,2,Voronoi,5%,90%,,0.7851018796648731,0.7092250504817754,0.4501866470675148,0.6481711924047211,0.6339863062623605,0.5726554214706279,0.3492047144980768,0.5186154807436884,Mask R-CNN
3509,Mask R-CNN,True,False,2,Voronoi,5%,100%,,0.7815561521137898,0.7128813393825173,0.4796082733648396,0.6580152549537155,0.6385031211663077,0.5849068068481149,0.3801459442470393,0.534518624087154,Mask R-CNN
3510,Mask R-CNN,True,False,2,Voronoi,5%,110%,,0.767334388268042,0.7075590586467407,0.4411078042526458,0.6386670837224763,0.6402465860396858,0.5938272926223467,0.3643749839646578,0.5328162875422302,Mask R-CNN
3511,Mask R-CNN,True,False,2,Voronoi,10%,90%,,0.7828602873741227,0.7088989809147532,0.45868206557399704,0.6501471112876241,0.6394384337133497,0.5792576653850157,0.3631027079921204,0.527266269030162,Mask R-CNN
3512,Mask R-CNN,True,False,2,Voronoi,10%,100%,,0.7787223672472494,0.709656219532999,0.4787991248026414,0.6557259038609631,0.6388317421980537,0.5845615426459427,0.3801451884400343,0.5345128244280104,Mask R-CNN
3513,Mask R-CNN,True,False,2,Voronoi,10%,110%,,0.7725414952244051,0.7120454811095309,0.4654688201550459,0.6500185988296606,0.6321134858068039,0.5860223748776763,0.36815640066855926,0.5287640871176797,Mask R-CNN
3514,Mask R-CNN,True,False,2,Voronoi,15%,90%,,0.783223023305392,0.710072782501743,0.45165559949338674,0.6483171351001739,0.6397670547450958,0.5802008192243027,0.3586600205430942,0.526209298170831,Mask R-CNN
3515,Mask R-CNN,True,False,2,Voronoi,15%,100%,,0.7818740473853787,0.7139664631316148,0.4720980310153986,0.6559795138441307,0.6388317421980537,0.5856670930832557,0.3756395577521858,0.5333794643444986,Mask R-CNN
3516,Mask R-CNN,True,False,2,Voronoi,15%,110%,,0.7714709976603297,0.7116085912619294,0.446001339180148,0.6430269760341357,0.6324499481307949,0.5866796169411683,0.35509304969978484,0.5247408715905828,Mask R-CNN
3517,Mask R-CNN,True,False,3,Random,0%,90%,,0.7828405110268204,0.7161624573022518,0.45388379789251265,0.6509622554071949,0.6394384337133497,0.5883159246050331,0.36151069799464,0.5297550187710076,Mask R-CNN
3518,Mask R-CNN,True,False,3,Random,0%,100%,,0.7824262580166937,0.7178840373115045,0.47029065334164305,0.6568669828899472,0.6394410721042587,0.589254272759967,0.37440499953163636,0.5343667814652875,Mask R-CNN
3519,Mask R-CNN,True,False,3,Random,0%,110%,,0.7716448049887279,0.710686397049975,0.44713553293033864,0.6431555783230138,0.6336659695522957,0.5864374297759841,0.35855431701972923,0.5262192387826697,Mask R-CNN
3520,Mask R-CNN,True,False,3,Random,5%,90%,,0.7778515835090184,0.7102881110555856,0.44987765515728373,0.6460057832406293,0.6366803928839471,0.5849708903207074,0.3573749131490326,0.5263420654512291,Mask R-CNN
3521,Mask R-CNN,True,False,3,Random,5%,100%,,0.7815129937448114,0.716715589982068,0.46130577537428374,0.6531781197003877,0.6385031211663077,0.5890644396085655,0.36520988065143606,0.5309258138087698,Mask R-CNN
3522,Mask R-CNN,True,False,3,Random,5%,110%,,0.7718162522741083,0.7124660265118198,0.4462331004709442,0.6435051264189575,0.6320707765508528,0.5865464140759,0.3597594768809823,0.5261255558359117,Mask R-CNN
3523,Mask R-CNN,True,False,3,Random,10%,90%,,0.7768678475869114,0.7029328369022015,0.4479690238191606,0.6425899027694244,0.6359787218482523,0.5780879728909148,0.3562076198910039,0.5234247715433904,Mask R-CNN
3524,Mask R-CNN,True,False,3,Random,10%,100%,,0.7808380922028301,0.7093799094661783,0.4634203331787889,0.651212778282599,0.6381745001345617,0.5821695688919382,0.36907478606749283,0.5298062850313309,Mask R-CNN
3525,Mask R-CNN,True,False,3,Random,10%,110%,,0.7714731626078407,0.7091184694088802,0.4509106778944891,0.6438341033037366,0.631514635583753,0.5834284150562666,0.35706560085221006,0.5240028838307432,Mask R-CNN
3526,Mask R-CNN,True,False,3,Random,15%,90%,,0.7828599957047494,0.7045367329122304,0.44496338408793423,0.6441200375683047,0.6394384337133497,0.5763064930643514,0.35275622350487673,0.5228337167608593,Mask R-CNN
3527,Mask R-CNN,True,False,3,Random,15%,100%,,0.7808787757091951,0.7129868492796814,0.4664364875092007,0.653434037499359,0.6381745001345617,0.5846229684455713,0.37059021264617964,0.5311292270754377,Mask R-CNN
3528,Mask R-CNN,True,False,3,Random,15%,110%,,0.7712501356709086,0.7113636908094948,0.45060199706234816,0.6444052745142506,0.6325067821767318,0.5867399518568661,0.3599568890560786,0.5264012076965588,Mask R-CNN
3529,Mask R-CNN,True,False,3,Distance Max,0%,90%,,0.7842761600153123,0.7187711140528309,0.4619480758835513,0.6549984499838981,0.6403763846513006,0.5906637875570815,0.3663148006366484,0.5324516576150102,Mask R-CNN
3530,Mask R-CNN,True,False,3,Distance Max,0%,100%,,0.7793831686563791,0.7177981207945376,0.4481509859093033,0.64844409178674,0.6375599673270208,0.5900368825411453,0.3552541586449894,0.5276170028377185,Mask R-CNN
3531,Mask R-CNN,True,False,3,Distance Max,0%,110%,,0.7780416289288571,0.71282296510029,0.4350653987791125,0.6419766642694198,0.6364667196376497,0.58516847520492,0.34600738753720867,0.5225475274599262,Mask R-CNN
3532,Mask R-CNN,True,False,3,Distance Max,5%,90%,,0.7839947122865268,0.7224279265372544,0.45279846323487005,0.6530737006862171,0.6404190939072518,0.5928658966568688,0.35936102000318637,0.5308820035224358,Mask R-CNN
3533,Mask R-CNN,True,False,3,Distance Max,5%,100%,,0.7824778541748977,0.7187663248608279,0.44737312685632097,0.6495391019640155,0.639396643132056,0.5901217269719072,0.35747601211031477,0.5289981274047594,Mask R-CNN
3534,Mask R-CNN,True,False,3,Distance Max,5%,110%,,0.7693119891267267,0.7069194723695056,0.44138102271267854,0.6392041614029702,0.6310024004824768,0.5835228675577715,0.3504527707224846,0.5216593462542444,Mask R-CNN
3535,Mask R-CNN,True,False,3,Distance Max,10%,90%,,0.7845008196607313,0.7224209300552455,0.4455821417546744,0.6508346304902172,0.6407050056830468,0.5929738532989278,0.35370280495312134,0.5291272213116985,Mask R-CNN
3536,Mask R-CNN,True,False,3,Distance Max,10%,100%,,0.781203079445758,0.7148818379124919,0.4513676797112086,0.6491508656898195,0.6382250506827579,0.585873366077419,0.35766151588782646,0.5272533108826678,Mask R-CNN
3537,Mask R-CNN,True,False,3,Distance Max,10%,110%,,0.7693081856309832,0.7068159368033566,0.44628463970312227,0.6408029207124872,0.6307243299989268,0.5835307088500163,0.3546293166730682,0.5229614518406704,Mask R-CNN
3538,Mask R-CNN,True,False,3,Distance Max,15%,90%,,0.7675368090837366,0.7059227013822533,0.42475293933127156,0.6327374832657539,0.6250367414429501,0.577519104214668,0.33341287839084177,0.51198957468282,Mask R-CNN
3539,Mask R-CNN,True,False,3,Distance Max,15%,100%,,0.7658002451307901,0.7034574334872106,0.43981852298053753,0.6363587338661794,0.6241014288959081,0.5755722179844788,0.34545254795946695,0.5150420649466179,Mask R-CNN
3540,Mask R-CNN,True,False,3,Distance Max,15%,110%,,0.7628191361356835,0.6958349979974426,0.43276252630975864,0.6304722201476283,0.622350939143045,0.5697057031485411,0.34212422361185585,0.5113936219678139,Mask R-CNN
3541,Mask R-CNN,True,False,3,Voronoi,0%,90%,,0.7828405110268204,0.7144810977707737,0.45292142633801813,0.6500810117118706,0.6394384337133497,0.5859039400775862,0.36054305236429934,0.5286284753850784,Mask R-CNN
3542,Mask R-CNN,True,False,3,Voronoi,0%,100%,,0.774062945055555,0.707385281516985,0.45464300577984196,0.6453637441174607,0.6338212663037159,0.5825073034823285,0.36191355641137585,0.5260807087324735,Mask R-CNN
3543,Mask R-CNN,True,False,3,Voronoi,0%,110%,,0.7712069766031371,0.7086974013068267,0.45134117705843246,0.6437485183227987,0.6323993975825988,0.5844122584220587,0.3609907053445716,0.5259341204497431,Mask R-CNN
3544,Mask R-CNN,True,False,3,Voronoi,5%,90%,,0.7828599957047494,0.7104924188710917,0.4542119344565155,0.6491881163441188,0.6394384337133497,0.5826757093832613,0.362359521358092,0.5281578881515676,Mask R-CNN
3545,Mask R-CNN,True,False,3,Voronoi,5%,100%,,0.7777634825622333,0.7108731738925381,0.46793264082856395,0.6521897657611119,0.6381745001345617,0.5850100232290371,0.372223113181535,0.5318025455150448,Mask R-CNN
3546,Mask R-CNN,True,False,3,Voronoi,5%,110%,,0.7725264463925219,0.7120943369211494,0.4538339476952328,0.646151577002968,0.6325067821767318,0.5861993023535554,0.3651637872820648,0.5279566239374506,Mask R-CNN
3547,Mask R-CNN,True,False,3,Voronoi,10%,90%,,0.782619120967801,0.7150480987248895,0.4567151471436042,0.6514607889454315,0.6391098126816037,0.5861908795112379,0.3642989365371399,0.5298665429099939,Mask R-CNN
3548,Mask R-CNN,True,False,3,Voronoi,10%,100%,,0.7748152528917308,0.7076795433920104,0.4666770377108625,0.6497239446648679,0.634478508367208,0.5828359245140746,0.3707255859254148,0.5293466729355658,Mask R-CNN
3549,Mask R-CNN,True,False,3,Voronoi,10%,110%,,0.7724164184500136,0.7109091703341801,0.44943469301316996,0.6442534272657878,0.6325067821767318,0.585305780387807,0.35974019753151865,0.5258509200320193,Mask R-CNN
3550,Mask R-CNN,True,False,3,Voronoi,15%,90%,,0.7829006792111144,0.714625300496997,0.44748332927764933,0.6483364363285868,0.6394384337133497,0.5867125290881283,0.3553380263507052,0.5271629963840611,Mask R-CNN
3551,Mask R-CNN,True,False,3,Voronoi,15%,100%,,0.7744770165422129,0.7089276869563668,0.46597299632170824,0.6497925666067628,0.634149887335462,0.5838384307797388,0.3707542648134449,0.5295808609762153,Mask R-CNN
3552,Mask R-CNN,True,False,3,Voronoi,15%,110%,,0.7728362894907327,0.713357797463132,0.4691545891901686,0.6517828920480112,0.6323993975825988,0.5872018086192196,0.3737784498030128,0.5311265520016104,Mask R-CNN
3553,Mask R-CNN,True,False,4,Random,0%,90%,,0.7805935966212163,0.7167469996741256,0.4481362652131412,0.6484922871694944,0.6379996460319339,0.5884577824383312,0.355656485788196,0.5273713047528205,Mask R-CNN
3554,Mask R-CNN,True,False,4,Random,0%,100%,,0.7767141007021892,0.7082772882725844,0.4591604955269644,0.648050628167246,0.6357450803369049,0.5835006961893484,0.36563855117703326,0.5282947759010955,Mask R-CNN
3555,Mask R-CNN,True,False,4,Random,0%,110%,,0.7705277125618435,0.706759880215188,0.4467802616364076,0.6413559514711463,0.6324499481307949,0.5834123586031221,0.3571863237162548,0.5243495434833906,Mask R-CNN
3556,Mask R-CNN,True,False,4,Random,5%,90%,,0.7829277517020554,0.7154356994804739,0.45091916943735894,0.6497608735399628,0.639725264163802,0.5867056220112199,0.3589612393576561,0.5284640418442261,Mask R-CNN
3557,Mask R-CNN,True,False,4,Random,5%,100%,,0.7691602291221283,0.7011562352700471,0.453697803018644,0.6413380891369398,0.6461343420344422,0.5937828949206381,0.3735834003503667,0.5378335457684823,Mask R-CNN
3558,Mask R-CNN,True,False,4,Random,5%,110%,,0.7798410122274888,0.7169073068107132,0.4511463552143569,0.6492982247508531,0.6332377982947444,0.5846861689216393,0.35613100683570703,0.524684991350697,Mask R-CNN
3559,Mask R-CNN,True,False,4,Random,10%,90%,,0.782578437461436,0.7168171147575539,0.4606161354277386,0.6533372292155761,0.6391098126816037,0.5888922867388848,0.3687238431819702,0.5322419808674863,Mask R-CNN
3560,Mask R-CNN,True,False,4,Random,10%,100%,,0.7750421543063271,0.7096083433841314,0.4563371098641092,0.6469958691848559,0.634478508367208,0.5842700959831336,0.36216262040389724,0.526970408251413,Mask R-CNN
3561,Mask R-CNN,True,False,4,Random,10%,110%,,0.7689939984492574,0.702327147594038,0.4497189110761579,0.6403466857064845,0.6410597101974437,0.592378976998357,0.37105442569400676,0.5348310376299359,Mask R-CNN
3562,Mask R-CNN,True,False,4,Random,15%,90%,,0.7904907948457441,0.7086922308098891,0.4390433936462791,0.6460754731006375,0.6294915200819122,0.5655804069856999,0.3338192984077926,0.5096304084918015,Mask R-CNN
3563,Mask R-CNN,True,False,4,Random,15%,100%,,0.7750500767352989,0.7091365684724797,0.4290471708945991,0.6377446053674592,0.6277275815872239,0.5766122673795118,0.3332255760684955,0.5125218083450771,Mask R-CNN
3564,Mask R-CNN,True,False,4,Random,15%,110%,,0.772424107998737,0.7121748306811692,0.4459454844033851,0.6435148076944304,0.6325067821767318,0.5863082866534712,0.35713977869465074,0.5253182825082846,Mask R-CNN
3565,Mask R-CNN,True,False,4,Distance Max,0%,90%,,0.7422210772181947,0.6839048772087233,0.4350221248827669,0.6203826931032282,0.6044047089866169,0.5580766844458943,0.3448058066128985,0.5024290666818032,Mask R-CNN
3566,Mask R-CNN,True,False,4,Distance Max,0%,100%,,0.7897076440240918,0.7237988335938499,0.4682191587881862,0.6605752121353761,0.63997284628544,0.5891644016753488,0.3656184533737423,0.5315852337781771,Mask R-CNN
3567,Mask R-CNN,True,False,4,Distance Max,0%,110%,,0.7781834796317991,0.717413025286369,0.43750305253044963,0.6443665191495394,0.6364667196376497,0.5895217090357658,0.3479068161882882,0.5246317482872346,Mask R-CNN
3568,Mask R-CNN,True,False,4,Distance Max,5%,90%,,0.783770052641108,0.719976875638517,0.4523468317753572,0.6520312533516608,0.6400904728755058,0.5916922321043497,0.3592298867326609,0.5303375305708389,Mask R-CNN
3569,Mask R-CNN,True,False,4,Distance Max,5%,100%,,0.7787797457396011,0.7193583362175004,0.44244004948436383,0.6468593771471551,0.6371239617011417,0.5917915373013721,0.35512374598546165,0.5280130816626585,Mask R-CNN
3570,Mask R-CNN,True,False,4,Distance Max,5%,110%,,0.7653255369472433,0.7076160581978769,0.4396893148571191,0.6375436366674131,0.6372503870262483,0.5934636207475208,0.3631661878308656,0.5312933985348782,Mask R-CNN
3571,Mask R-CNN,True,False,4,Distance Max,10%,90%,,0.783960385488027,0.7184469192365357,0.44869202988514045,0.6503664448699011,0.6400983141677508,0.5898792311357853,0.35636452431770904,0.5287806898737484,Mask R-CNN
3572,Mask R-CNN,True,False,4,Distance Max,10%,100%,,0.7777691067081536,0.7167419415547442,0.448800900598796,0.6477706496205646,0.6446951831843503,0.5979388274590786,0.3698924184548029,0.5375088096994106,Mask R-CNN
3573,Mask R-CNN,True,False,4,Distance Max,10%,110%,,0.7742402734345261,0.709781924690556,0.43912549082257124,0.6410492296492178,0.6438256214595254,0.5935356210494735,0.36204490792944083,0.5331353834794799,Mask R-CNN
3574,Mask R-CNN,True,False,4,Distance Max,15%,90%,,0.714409870794199,0.6713986091626772,0.456379947736542,0.6140628092311394,0.5838623789921655,0.5486514097342257,0.3636759752406241,0.4987299213223384,Mask R-CNN
3575,Mask R-CNN,True,False,4,Distance Max,15%,100%,,0.7790238593537798,0.7187275503973746,0.42862717190432337,0.6421261938851592,0.6400421046966633,0.5927714853714655,0.34242440828053866,0.525079332782889,Mask R-CNN
3576,Mask R-CNN,True,False,4,Distance Max,15%,110%,,0.7580517927160926,0.6864813316593276,0.42314450238241824,0.6225592089192795,0.6180551377732704,0.5645448808831226,0.33387313380030287,0.5054910508188986,Mask R-CNN
3577,Mask R-CNN,True,False,4,Voronoi,0%,90%,,0.7915544907608019,0.7221802259068902,0.4454274331818871,0.6530540499498596,0.6403013931358023,0.5866540890661994,0.348285194300647,0.525080225500883,Mask R-CNN
3578,Mask R-CNN,True,False,4,Voronoi,0%,100%,,0.816803459698821,0.7493995964596943,0.5034403597252234,0.6898811386279129,0.661537262891608,0.6094021283636065,0.3930106508292367,0.5546500140281503,Mask R-CNN
3579,Mask R-CNN,True,False,4,Voronoi,0%,110%,,0.7831075567832344,0.7276211012154096,0.4699462561903387,0.6602249713963276,0.6252839103700425,0.5820714335422565,0.36372486396897746,0.5236934026270922,Mask R-CNN
3580,Mask R-CNN,True,False,4,Voronoi,5%,90%,,0.8048456152419573,0.7292614857326343,0.4604082100174736,0.664838436997355,0.6352862371650483,0.5769178332103176,0.3451553175128668,0.5191197959627442,Mask R-CNN
3581,Mask R-CNN,True,False,4,Voronoi,5%,100%,,0.7940903950123595,0.7299076352073978,0.47712903898361997,0.6670423564011256,0.6368858103734758,0.5885822780685795,0.3651714186447646,0.5302131690289401,Mask R-CNN
3582,Mask R-CNN,True,False,4,Voronoi,5%,110%,,0.7718988571832274,0.7128706370176607,0.45076136431300956,0.6451769528379658,0.6236199002157466,0.5794001348734293,0.35256308995074326,0.5185277083466397,Mask R-CNN
3583,Mask R-CNN,True,False,4,Voronoi,10%,90%,,0.7608452743604606,0.6889455812276651,0.4473167198301336,0.6323691918060864,0.5998556654630495,0.5449531369120417,0.34333132054584575,0.49604670764031233,Mask R-CNN
3584,Mask R-CNN,True,False,4,Voronoi,10%,100%,,0.7826417336896231,0.7256262410037181,0.4604994366621115,0.6562558037851507,0.6325304455053926,0.5889337905876112,0.36079380660653115,0.5274193475665117,Mask R-CNN
3585,Mask R-CNN,True,False,4,Voronoi,10%,110%,,0.7727993458798379,0.7118049331215703,0.4489554271832684,0.6445199020615588,0.6328354032084779,0.585869762647152,0.3600223098673438,0.5262424919076578,Mask R-CNN
3586,Mask R-CNN,True,False,4,Voronoi,15%,90%,,0.7829006792111144,0.713336519266859,0.4437989431170751,0.6466787138650162,0.6394384337133497,0.5848707749708935,0.3528861179574688,0.5257317755472374,Mask R-CNN
3587,Mask R-CNN,True,False,4,Voronoi,15%,100%,,0.7736738105222962,0.7095484089259151,0.46507625212532633,0.649432823857846,0.6338212663037159,0.5841165012632887,0.369603917506994,0.529180561691333,Mask R-CNN
3588,Mask R-CNN,True,False,4,Voronoi,15%,110%,,0.7985939506408979,0.7456742379666421,0.49554768318254655,0.6799386239300288,0.6292215908764945,0.5878786757378028,0.3737806442789742,0.5302936369644238,Mask R-CNN
3589,Mask R-CNN,True,False,5,Random,0%,90%,,0.7938052145508543,0.7272944974645726,0.4498099480043597,0.6569698866732622,0.6424091326140801,0.5913696226000348,0.35103177570266597,0.5282701769722603,Mask R-CNN
3590,Mask R-CNN,True,False,5,Random,0%,100%,,0.8008540065256571,0.7425311497808861,0.4699003289772766,0.6710951617612733,0.6656838894504691,0.6195347373834894,0.39431716999616817,0.5598452656100422,Mask R-CNN
3591,Mask R-CNN,True,False,5,Random,0%,110%,,0.7602225286229931,0.6973155397922981,0.4141252907732777,0.6238877863961897,0.6393939675827304,0.5906667711061511,0.3467091197119911,0.5255899528002907,Mask R-CNN
3592,Mask R-CNN,True,False,5,Random,5%,90%,,0.7796087232413128,0.7191865911909814,0.4405198046837597,0.6464383730386846,0.6447301745121874,0.5968096744826376,0.35931637728679877,0.5336187420938745,Mask R-CNN
3593,Mask R-CNN,True,False,5,Random,5%,100%,,0.7765467159466444,0.7189196708413302,0.46273202939733393,0.6527328053951028,0.6265495933624843,0.5820039601402318,0.36190658524219527,0.5234867129149704,Mask R-CNN
3594,Mask R-CNN,True,False,5,Random,5%,110%,,0.7610947680981962,0.6958238509346059,0.41091500829516353,0.6226112091093219,0.6402258681983368,0.5896407617923763,0.34666586890226453,0.525510832964326,Mask R-CNN
3595,Mask R-CNN,True,False,5,Random,10%,90%,,0.7836849095931038,0.7085597221213689,0.4418341078177117,0.6446929131773947,0.640003334647352,0.5808286313851176,0.3527736160177562,0.524535194016742,Mask R-CNN
3596,Mask R-CNN,True,False,5,Random,10%,100%,,0.7606809688557378,0.6871695381488713,0.4405868414144037,0.629479116139671,0.6174589209597287,0.561338428525876,0.3508603234055369,0.509885890963714,Mask R-CNN
3597,Mask R-CNN,True,False,5,Random,10%,110%,,0.7736852719948568,0.7093174232162788,0.4390040492849379,0.6406689148320245,0.6273816647117018,0.5780678422500571,0.34329646353429505,0.516248656832018,Mask R-CNN
3598,Mask R-CNN,True,False,5,Random,15%,90%,,0.7992045478056881,0.7251097304095752,0.44114329485549275,0.6551525243569186,0.6316933041620816,0.5762127183723302,0.32894286756460667,0.5122829633663395,Mask R-CNN
3599,Mask R-CNN,True,False,5,Random,15%,100%,,0.7752979363916264,0.7056431724671007,0.4517557538790998,0.6442322875792755,0.634807129398954,0.5839177991617854,0.3587538251537931,0.5258262512381775,Mask R-CNN
3600,Mask R-CNN,True,False,5,Random,15%,110%,,0.775949054446805,0.7275031137992144,0.469239266043077,0.6575638114296989,0.6327442610295655,0.5979008742812036,0.37687955732862854,0.5358415642131324,Mask R-CNN
3601,Mask R-CNN,True,False,5,Distance Max,0%,90%,,0.799367858055632,0.7447637741404813,0.4769991217060219,0.6737102513007118,0.6243589889830412,0.5821964123880741,0.3545194083948318,0.5203582699219824,Mask R-CNN
3602,Mask R-CNN,True,False,5,Distance Max,0%,100%,,0.7921564273770394,0.7264325956257494,0.44043947147078283,0.6530094981578572,0.6334425925368437,0.5833512665718503,0.33170039623306197,0.5161647517805853,Mask R-CNN
3603,Mask R-CNN,True,False,5,Distance Max,0%,110%,,0.7519388411859755,0.6867682911414277,0.42160771620238535,0.6201049495099296,0.5822055663660484,0.5341879108843035,0.3112749452568262,0.4758894741690594,Mask R-CNN
3604,Mask R-CNN,True,False,5,Distance Max,5%,90%,,0.78378568246738,0.717939815176346,0.447068695309471,0.6495980643177324,0.6400904728755058,0.5899540518701367,0.3523515961226182,0.5274653736227536,Mask R-CNN
3605,Mask R-CNN,True,False,5,Distance Max,5%,100%,,0.8014791316340245,0.7366450580445736,0.4421147471795444,0.6600796456193808,0.6438265210590259,0.5941492434208492,0.3423073863169494,0.5267610502656083,Mask R-CNN
3606,Mask R-CNN,True,False,5,Distance Max,5%,110%,,0.7846415416151946,0.7279788078353486,0.4917335744139478,0.668117974621497,0.6578388842156959,0.6144940811852336,0.39365675120795374,0.5553299055362946,Mask R-CNN
